pmid,title,journal,pub_date,impact,topic,subtopic,diabetes_subtype,study_type,board_relevant,is_new,is_archived
42051450,"Endocrine-informed monitoring of scoliosis in Prader-Willi syndrome: integrating neuroendocrine pathophysiology, growth hormone therapy, and pubertal transition.","Frontiers in endocrinology",2026,MODERATE,Growth,"","",Review,0,0,0
41884214,"Vertical ground reaction forces and loading rates during typical activities in children and adolescents: sex- and maturity-specific considerations for bone health.","Frontiers in endocrinology",2026,LOW,Bone/Calcium,"","",Other,0,0,0
41788765,"Denosumab in pediatric patients with fibrous dysplasia/McCune-Albright syndrome: a single-center, open-labeled study.","Frontiers in endocrinology",2026,MODERATE,Diabetes,General,T1D,RCT,0,0,0
42006275,"Maternal obesity alters adipogenic potential and mitochondrial maximal respiration in infant mesenchymal stem cells.","Frontiers in endocrinology",2026,LOW,Obesity/Metabolic,"","",Other,0,0,0
41869029,"Serum progesterone and vaginal gel dose in artificial-cycle frozen embryo transfer: association with pregnancy outcome.","Frontiers in endocrinology",2026,LOW,"General Endocrinology","","",Observational/Cohort,0,0,1
42006273,"Prevalence and characteristics of overweight/obesity in children newly diagnosed with type 1 diabetes in Kuwait.","Frontiers in endocrinology",2026,LOW,Diabetes,General,T1D,Observational/Cohort,0,0,0
41552835,"From Pathophysiology to Treatment: Contemporary Approaches to CFRD in the Pediatric and Adolescent Population.","Pediatric diabetes",2026,HIGH,Diabetes,Technology,T2D,RCT,1,0,0
41890183,"digiBONE: an automated tool for segmental Greulich-Pyle bone age assessment of Indian children and adolescents.","Frontiers in endocrinology",2026,LOW,Growth,"","",Other,0,0,0
41685229,"Two-year real-world experience with somatrogon in children and adolescents with growth hormone deficiency.","Frontiers in endocrinology",2026,LOW,Growth,"","",Observational/Cohort,0,0,0
39500298,"Utility of First-Morning-Voided Urinary Total Luteinizing Hormone in Detecting the Onset of Central Puberty.","Hormone research in paediatrics",2026,LOW,Puberty,"","",Other,0,0,0
41948559,"Single-center experience description of surgical management of diffuse congenital hyperinsulinism in a pediatric non-current cohort.","Frontiers in endocrinology",2026,LOW,Hyperinsulinism,"","",Observational/Cohort,0,0,0
41767372,"Current insights into monitoring of congenital adrenal hyperplasia.","Frontiers in endocrinology",2026,MODERATE,Adrenal,"","",Review,0,0,0
41837139,"Phase angle as an early-warning indicator of glycaemic control in adults with type 1 diabetes mellitus: a cross-sectional study.","Frontiers in endocrinology",2026,LOW,Diabetes,General,T1D,Cross-Sectional,0,0,0
41869033,"The impact of maternal gestational diabetes mellitus on cardiac structural and functional parameters in infants.","Frontiers in endocrinology",2026,LOW,Diabetes,General,GDM,Observational/Cohort,0,0,0
41907541,"Metabolic-associated steatotic liver disease in children and adolescents: a scoping review and narrative synthesis of epidemiology, risk factors, and screening approaches with emerging implications for sub-Saharan Africa.","Frontiers in endocrinology",2026,HIGH,Diabetes,Technology,General,"Systematic Review",0,0,0
41982776,"Case Report: Two infants with hypercalcemia of rare and distinct etiologies.","Frontiers in endocrinology",2026,LOW,Diabetes,General,T1D,Other,0,0,0
41970987,"SWIIM study protocol: a pre-post study evaluating the implementation of an established pediatric diabetes management program to improve glycemic outcomes for children and young people with type 1 diabetes.","Frontiers in endocrinology",2026,LOW,Diabetes,Technology,T1D,Observational/Cohort,0,0,0
41907557,"Early postnatal growth predictors of catch-up growth in term small-for-gestational-age infants: a nationwide propensity-score-matched study.","Frontiers in endocrinology",2026,MODERATE,Growth,"","",Observational/Cohort,0,0,0
41669248,"Is the Current Screening Availability for Early Stages of Type 1 Diabetes in Germany Related to the Population-Based Frequency of Diabetic Ketoacidosis at Clinical Manifestation in Children and Adolescents.","Pediatric diabetes",2026,MODERATE,Diabetes,General,T1D,Registry/Database,0,0,0
41918972,"Depression comorbidity in children and adolescents with type 2 diabetes mellitus: a systematic review and meta-analysis.","Frontiers in endocrinology",2026,HIGH,Diabetes,General,T2D,Meta-analysis,0,0,0
39536728,"Response to Recombinant Human Growth Hormone Therapy in Short Children Born at Very Low Birth Weight.","Hormone research in paediatrics",2026,LOW,Growth,"","",Observational/Cohort,0,0,0
40159376,"Innovative Care for Children and Adolescents with Severe and/or Genetic Obesity.","Hormone research in paediatrics",2026,MODERATE,Obesity/Metabolic,"","",Review,0,0,0
41788780,"Effect of maternal isolated hypothyroxinemia in the first trimester on offspring neurodevelopment: a prospective cohort study.","Frontiers in endocrinology",2026,LOW,Thyroid,"","",Observational/Cohort,0,0,0
39602902,"Co-Occurrence of Two Rare Diseases: A Child with Phenylketonuria and <italic>WNT1</italic> Osteoporosis.","Hormone research in paediatrics",2026,LOW,Bone/Calcium,"","",Other,0,0,0
41970970,"Clinical characteristics and individualized treatment strategies for children with type 1 diabetes and exogenous insulin antibody syndrome: a retrospective case series and literature review.","Frontiers in endocrinology",2026,MODERATE,Diabetes,Technology,T1D,Review,0,0,0
41982769,"Dietary fiber supplementation mitigates gestational diabetes risk and preterm birth via gut microbiota modulation: a randomized controlled trial.","Frontiers in endocrinology",2026,HIGH,Diabetes,General,GDM,RCT,0,0,0
39378853,"Genetic Analyses in a Cohort of Pediatric Patients with Congenital Hypothyroidism Based on Congenital Hypothyroidism Consensus Guideline.","Hormone research in paediatrics",2026,LOW,Thyroid,"","",Observational/Cohort,0,0,0
39819748,"The Central Control of Energy Metabolism: Hypothalamic Obesity Is Not One Disease.","Hormone research in paediatrics",2026,MODERATE,Obesity/Metabolic,"","",Review,0,0,0
41890175,"Living with congenital adrenal hyperplasia: insights on quality of life.","Frontiers in endocrinology",2026,LOW,Adrenal,"","",Cross-Sectional,0,0,0
41798194,"Short stature-related factors and nomogram-based risk prediction in children aged 7-12: evidence from Chaozhou, China.","Frontiers in endocrinology",2026,MODERATE,Growth,"","",Observational/Cohort,0,0,0
42039118,"Turner syndrome across the lifespan: a 25-year single-center experience from neonatal diagnosis to adult outcomes.","Frontiers in endocrinology",2026,LOW,Growth,"","",Observational/Cohort,0,0,0
41982770,"Association between insulin resistance trajectories and perinatal complications: a retrospective cohort study.","Frontiers in endocrinology",2026,LOW,Diabetes,General,GDM,Observational/Cohort,0,0,0
42022909,"Ovulation induction or artificial programmed protocol: which endometrial preparation approach is more favorable in reducing obstetrical and neonatal complications for ovulation disorder patients undergoing frozen-thawed embryo transfer?","Frontiers in endocrinology",2026,MODERATE,"General Endocrinology","","",Observational/Cohort,0,0,0
41852472,"Narrative medicine approach for assessing the emotional experience of children and adolescents treated with daily rhGH and their caregivers.","Frontiers in endocrinology",2026,LOW,Growth,"","",Other,0,0,0
41852478,"Application research on the quantitative evaluation of carotid arterial elasticity in overweight adolescents using ultra-fast pulse wave technology.","Frontiers in endocrinology",2026,LOW,Obesity/Metabolic,"","",Other,0,0,0
39437749,"Novel Insights: A Novel PHIP Variant in a Family with Severe Early-Onset Obesity.","Hormone research in paediatrics",2026,LOW,Obesity/Metabolic,"","",Other,0,0,0
40684755,"The Effect of Childhood Obesity on Growth: Interpretation of Growth Hormone Provocation Tests.","Hormone research in paediatrics",2026,MODERATE,Growth,"","",Review,0,0,0
41269909,"Growth Hormone Therapy and Quality of Life: Evidence versus Assumptions.","Hormone research in paediatrics",2026,LOW,Growth,"","",Editorial/Commentary,0,0,0
41987892,"Long-term trajectories of reproductive and pituitary-adrenal-thyroid hormones in young males following Omicron BA.2 infection: a two-year prospective cohort study.","Frontiers in endocrinology",2026,LOW,Thyroid,"","",Observational/Cohort,0,0,0
39467526,"Do Changes in BMI during the COVID-19 Pandemic Persist in the Post-Pandemic Period in a Pediatric Population Attending Health Care Clinics? A Longitudinal Study.","Hormone research in paediatrics",2026,MODERATE,Obesity/Metabolic,"","",Observational/Cohort,0,0,0
41379723,"The Effectiveness of a Multidisciplinary, Personalized Lifestyle Intervention Program of Diet, Sleep and Physical Activity in the Management of Overweight and Obesity in Adolescence.","Hormone research in paediatrics",2026,HIGH,Obesity/Metabolic,"","","Clinical Trial",0,0,0
40015255,"Unveiling the Link: Obesity, Diet, Hypothalamic Inflammation, and Central Precocious Puberty - Recent Insights and Implications.","Hormone research in paediatrics",2026,MODERATE,Puberty,"","",Review,0,0,0
41970995,"Childhood systemic glucocorticoid exposure and subsequent alterations in myocardial structure and cardiac function: a narrative review of clinical evidence.","Frontiers in endocrinology",2026,MODERATE,Adrenal,"","",Review,0,0,0
41694565,"Identification of maturity-onset diabetes of the young through targeted next-generation sequencing in Thai patients with atypical diabetes in real-world practice.","Frontiers in endocrinology",2026,LOW,Diabetes,General,MODY/Monogenic,Observational/Cohort,0,0,0
41821744,"The relationship between pituitary size and the response to recombinant human growth hormone therapy in children with isolated growth hormone deficiency.","Frontiers in endocrinology",2026,LOW,Growth,"","",Observational/Cohort,0,0,0
39293420,"Insulin-Induced Copeptin Response in Children and Adolescents to Diagnose Arginine Vasopressin Deficiency.","Hormone research in paediatrics",2026,LOW,Pituitary,"","",Observational/Cohort,0,0,0
41704483,"Severe pediatric hypocalcemia in Vietnam: etiologic profile, clinical outcomes and risk factors in 246 cases.","Frontiers in endocrinology",2026,MODERATE,Bone/Calcium,"","",Observational/Cohort,0,0,0
41727684,"Clinical tools for evaluating congenital adrenal hyperplasia in resource-limited hospitals: a study at a tertiary hospital in Saudi Arabia.","Frontiers in endocrinology",2026,LOW,Adrenal,"","",Observational/Cohort,0,0,0
39419009,"The Role of DLK1 Deficiency in Central Precocious Puberty and Association with Metabolic Dysregulation.","Hormone research in paediatrics",2026,LOW,Diabetes,General,General,Observational/Cohort,0,0,0
41669543,"The effects of combined endurance training of different intensities and resistance training on bone mineral density, microstructure and mechanical properties of rats.","Frontiers in endocrinology",2026,LOW,Puberty,"","",Other,0,0,0
39602903,"Similarities and Differences in Diurnal Salivary Adrenal Hormones in Monozygotic Twins with Discordant Birthweight.","Hormone research in paediatrics",2026,LOW,Diabetes,Technology,General,Other,0,0,0
41757240,"Diagnostic accuracy of AMH for primary ovarian insufficiency/premature ovarian failure: a real-world cohort study.","Frontiers in endocrinology",2026,MODERATE,"General Endocrinology","","",Observational/Cohort,0,0,1
41778167,"Surgical approaches to fertility preservation in the cancer patient: current and future directions.","Frontiers in endocrinology",2026,MODERATE,"Cancer Late Effects","","",Review,1,0,0
41756009,"Does childhood obesity foreshadow a future time-bomb of early and more aggressive cancers?","Frontiers in endocrinology",2025,MODERATE,Obesity/Metabolic,"","",Review,0,0,0
41561050,"Germline and somatic mutations in histologically atypical congenital hyperinsulinism.","Frontiers in endocrinology",2025,LOW,Hyperinsulinism,"","",Observational/Cohort,0,0,0
41607458,"Simultaneous occurrence of bilateral retroperitoneal neuroblastoma and bifocal malignant mixed germ cell tumor in a pediatric patient with 16p11.2 microdeletion syndrome: a case report.","Frontiers in endocrinology",2025,LOW,Genetics,"","",Other,0,0,0
41573206,"Impact of BMI on basal LH in premenarcheal girls with idiopathic central precocious puberty.","Frontiers in endocrinology",2025,MODERATE,Puberty,"","",Observational/Cohort,0,0,0
41669244,"Management strategies for isolated premature thelarche: a risk-stratified clinical pathway favoring ""watchful waiting"".","Frontiers in endocrinology",2025,MODERATE,Puberty,"","",Review,0,0,0
41573195,"Cardiometabolic implications of triglyceride-glucose index, remnant cholesterol, and vitamin D in normoglycemic Arab adolescents: a cross-sectional study.","Frontiers in endocrinology",2025,HIGH,Diabetes,General,General,RCT,0,0,0
41573197,"Diabetes and tumor risk: a 23-year Danish national cohort study.","Frontiers in endocrinology",2025,LOW,Diabetes,General,T1D,Observational/Cohort,0,0,0
41669242,"How hypoxia-induced diabetes develops and is maintained in children born preterm.","Frontiers in endocrinology",2025,MODERATE,Diabetes,General,T1D,Review,0,0,0
41585809,"Case Report: Resolution of complete heart block following vitamin D supplementation in a child with Graves disease.","Frontiers in endocrinology",2025,LOW,Diabetes,General,T1D,Other,0,0,0
